id,value
NGI.Trustworthy Information Flows.fake_news,
NGI.Trustworthy Information Flows.fake_news.fake_news,
NGI.Trustworthy Information Flows.fake_news.facebook,
NGI.Trustworthy Information Flows.fake_news.deepfak,
NGI.Trustworthy Information Flows.fake_news.comput_propaganda,
NGI.Trustworthy Information Flows.fake_news.fact-check,
NGI.Trustworthy Information Flows.fake_news.optiva,
NGI.Trustworthy Information Flows.fake_news.zuckerberg,
NGI.Trustworthy Information Flows.fake_news.misinform,
NGI.Trustworthy Information Flows.fake_news.hennessi,
NGI.Trustworthy Information Flows.fake_news.taxonomi,
NGI.Trustworthy Information Flows.fals_inform,
NGI.Trustworthy Information Flows.fals_inform.fals_inform,
NGI.Trustworthy Information Flows.fals_inform.jonathan_zittrain,
NGI.Trustworthy Information Flows.fals_inform.duma,
NGI.Trustworthy Information Flows.fals_inform.fake_news,
NGI.Trustworthy Information Flows.fals_inform.regain_trust,
NGI.Trustworthy Information Flows.fals_inform.facebook,
NGI.Trustworthy Information Flows.fals_inform.misinform,
NGI.Trustworthy Information Flows.fals_inform.siedl,
NGI.Trustworthy Information Flows.fals_inform.fact-check,
NGI.Trustworthy Information Flows.fals_inform.probabilist_comput,
NGI.Trustworthy Information Flows.influenc_campaign,
NGI.Trustworthy Information Flows.influenc_campaign.influenc_campaign,
NGI.Trustworthy Information Flows.influenc_campaign.macedonia,
NGI.Trustworthy Information Flows.influenc_campaign.wyli,
NGI.Trustworthy Information Flows.influenc_campaign.scl,
NGI.Trustworthy Information Flows.influenc_campaign.scl_group,
NGI.Trustworthy Information Flows.influenc_campaign.ira,
NGI.Trustworthy Information Flows.influenc_campaign.nix,
NGI.Trustworthy Information Flows.influenc_campaign.albright,
NGI.Trustworthy Information Flows.influenc_campaign.facebook,
NGI.Trustworthy Information Flows.influenc_campaign.firm_aggregateiq,
NGI.Trustworthy Information Flows.infowar,
NGI.Trustworthy Information Flows.infowar.infowar,
NGI.Trustworthy Information Flows.infowar.alex_jone,
NGI.Trustworthy Information Flows.infowar.jone,
NGI.Trustworthy Information Flows.infowar.fact-check,
NGI.Trustworthy Information Flows.infowar.rai,
NGI.Trustworthy Information Flows.infowar.and_lo,
NGI.Trustworthy Information Flows.infowar.salvini,
NGI.Trustworthy Information Flows.infowar.conspiraci_theorist,
NGI.Trustworthy Information Flows.infowar.origin_sin,
NGI.Trustworthy Information Flows.infowar.adren,
NGI.Trustworthy Information Flows.musk_tweet,
NGI.Trustworthy Information Flows.musk_tweet.musk_tweet,
NGI.Trustworthy Information Flows.musk_tweet.musk,
NGI.Trustworthy Information Flows.musk_tweet.blue_moon,
NGI.Trustworthy Information Flows.musk_tweet.lunar_lander,
NGI.Trustworthy Information Flows.musk_tweet.sec,
NGI.Trustworthy Information Flows.musk_tweet.model_3,
NGI.Trustworthy Information Flows.musk_tweet.crew_spaceflight,
NGI.Trustworthy Information Flows.musk_tweet.flamethrow,
NGI.Trustworthy Information Flows.musk_tweet.american_astronaut,
NGI.Trustworthy Information Flows.musk_tweet.fund_secur,
NGI.Trustworthy Information Flows.onlin_disinform,
NGI.Trustworthy Information Flows.onlin_disinform.onlin_disinform,
NGI.Trustworthy Information Flows.onlin_disinform.warner,
NGI.Trustworthy Information Flows.onlin_disinform.sen,
NGI.Trustworthy Information Flows.onlin_disinform.stamo,
NGI.Trustworthy Information Flows.onlin_disinform.divis_polit,
NGI.Trustworthy Information Flows.onlin_disinform.facebook,
NGI.Trustworthy Information Flows.onlin_disinform.chuck_schumer,
NGI.Trustworthy Information Flows.onlin_disinform.improp_influenc,
NGI.Trustworthy Information Flows.onlin_disinform.newsguard,
NGI.Trustworthy Information Flows.onlin_disinform.divis_topic,
NGI.Trustworthy Information Flows.polit_ad,
NGI.Trustworthy Information Flows.polit_ad.comput_propaganda,
NGI.Trustworthy Information Flows.polit_ad.polit_ad,
NGI.Trustworthy Information Flows.polit_ad.facebook,
NGI.Trustworthy Information Flows.polit_ad.polit_advertis,
NGI.Trustworthy Information Flows.polit_ad.fake_account,
NGI.Trustworthy Information Flows.polit_ad.foreign_agent,
NGI.Trustworthy Information Flows.polit_ad.disinform,
NGI.Trustworthy Information Flows.polit_ad.spread_divis,
NGI.Trustworthy Information Flows.polit_ad.midterm_elect,
NGI.Trustworthy Information Flows.polit_ad.state_actor,
NGI.Trustworthy Information Flows.russian_interfer,
NGI.Trustworthy Information Flows.russian_interfer.comput_propaganda,
NGI.Trustworthy Information Flows.russian_interfer.russian_interfer,
NGI.Trustworthy Information Flows.russian_interfer.facebook,
NGI.Trustworthy Information Flows.russian_interfer.fake_account,
NGI.Trustworthy Information Flows.russian_interfer.disinform_campaign,
NGI.Trustworthy Information Flows.russian_interfer.foreign_agent,
NGI.Trustworthy Information Flows.russian_interfer.midterm_elect,
NGI.Trustworthy Information Flows.russian_interfer.state_actor,
NGI.Trustworthy Information Flows.russian_interfer.russian_influenc,
NGI.Trustworthy Information Flows.russian_interfer.conspiratori,
NGI.Trustworthy Information Flows.russian_troll,
NGI.Trustworthy Information Flows.russian_troll.russian_troll,
NGI.Trustworthy Information Flows.russian_troll.ira,
NGI.Trustworthy Information Flows.russian_troll.concord_manag,
NGI.Trustworthy Information Flows.russian_troll.internet_research,
NGI.Trustworthy Information Flows.russian_troll.facebook,
NGI.Trustworthy Information Flows.russian_troll.mueller,
NGI.Trustworthy Information Flows.russian_troll.prigozhin,
NGI.Trustworthy Information Flows.russian_troll.special_counsel,
NGI.Trustworthy Information Flows.russian_troll.robert_mueller,
NGI.Trustworthy Information Flows.russian_troll.indict,
NGI.Trustworthy Information Flows.spread_disinform,
NGI.Trustworthy Information Flows.spread_disinform.spread_disinform,
NGI.Trustworthy Information Flows.spread_disinform.facebook,
NGI.Trustworthy Information Flows.spread_disinform.section_230,
NGI.Trustworthy Information Flows.spread_disinform.aghdam,
NGI.Trustworthy Information Flows.spread_disinform.disinform,
NGI.Trustworthy Information Flows.spread_disinform.fosta,
NGI.Trustworthy Information Flows.spread_disinform.stamo,
NGI.Trustworthy Information Flows.spread_disinform.internet_research,
NGI.Trustworthy Information Flows.spread_disinform.disinform_campaign,
NGI.Trustworthy Information Flows.spread_disinform.russian_troll,
NGI.Trustworthy Information Flows.troll_farm,
NGI.Trustworthy Information Flows.troll_farm.troll_farm,
NGI.Trustworthy Information Flows.troll_farm.internet_research,
NGI.Trustworthy Information Flows.troll_farm.prigozhin,
NGI.Trustworthy Information Flows.troll_farm.facebook,
NGI.Trustworthy Information Flows.troll_farm.russian_troll,
NGI.Trustworthy Information Flows.troll_farm.ira,
NGI.Trustworthy Information Flows.troll_farm.special_counsel,
NGI.Trustworthy Information Flows.troll_farm.project_lakhta,
NGI.Trustworthy Information Flows.troll_farm.polit_ad,
NGI.Trustworthy Information Flows.troll_farm.mueller_report,
